Animal ID,Length(cm),Developmental Stage,Sex,Vertebra,Region,Orientation,Spinous Process Length (mm),Right Transverse Process Length (mm),Left Transverse Process Length (mm),Average Transverse Process Length (mm),Sample #,Yield Strain,Yield Strength,Stiffness,Toughness
MSW16028,192,calf,F,Ca4,Ca1,ML,32.25,76.5,63.28,69.89,3,0.10287,5.78919,129.27623,0.297766988
MSW16028,192,calf,F,Ca4,Ca1,ML,32.25,76.5,63.28,69.89,4,0.10088,5.29144,89.71129,0.266900234
MSW16028,192,calf,F,Ca4,Ca1,ML,32.25,76.5,63.28,69.89,5,0.08304,6.03322,112.10908,0.250499294
MSW16028,192,calf,F,Ca8,Ca2,ML,9.89,44.66,41.77,43.215,1,0.10951,6.60017,88.953,0.361392308
MSW16028,192,calf,F,Ca8,Ca2,ML,9.89,44.66,41.77,43.215,2,0.12256,5.98224,89.78,0.366591667
MSW16028,192,calf,F,Ca8,Ca2,ML,9.89,44.66,41.77,43.215,3,0.12921,6.76229,86.785,0.436877745
MSW16028,192,calf,F,Ca8,Ca2,ML,9.89,44.66,41.77,43.215,4,0.11044,6.58479,94.616,0.363612104
MSW16028,192,calf,F,Ca8,Ca2,ML,9.89,44.66,41.77,43.215,5,0.11136,7.13317,111.93,0.397174906
SWFTM1603b,219,calf,M,T10,T,ML,51.27,46.32,47.45,46.885,1,0.10837,6.11678,84.98469,0.331437724
SWFTM1603b,219,calf,M,T10,T,ML,51.27,46.32,47.45,46.885,2,0.09915,6.12886,93.91478,0.303838235
SWFTM1603b,219,calf,M,T10,T,ML,51.27,46.32,47.45,46.885,3,0.08081,7.37995,146.57195,0.29818688
SWFTM1603b,219,calf,M,T10,T,ML,51.27,46.32,47.45,46.885,4,0.08576,6.12414,99.11884,0.262603123
SWFTM1603b,219,calf,M,T10,T,ML,51.27,46.32,47.45,46.885,5,0.16014,6.99294,83.45373,0.559924706
SWFTM1603b,219,calf,M,L2,L,ML,42.09,96.16,111.39,103.775,1,0.08585,8.89194,177.56507,0.381686525
SWFTM1603b,219,calf,M,L2,L,ML,42.09,96.16,111.39,103.775,2,0.10642,8.36417,130.35388,0.445057486
SWFTM1603b,219,calf,M,L2,L,ML,42.09,96.16,111.39,103.775,3,0.07568,4.24545,91.84453,0.160647828
SWFTM1603b,219,calf,M,L2,L,ML,42.09,96.16,111.39,103.775,4,0.09092,9.0375,158.9004,0.41084475
SWFTM1603b,219,calf,M,L2,L,ML,42.09,96.16,111.39,103.775,5,0.08845,10.92059,207.33522,0.482963093
SWFTM1603b,219,calf,M,Ca4,Ca1,ML,29.74,83.67,87.6,85.635,1,0.07713,10.22968,227.36635,0.394507609
SWFTM1603b,219,calf,M,Ca4,Ca1,ML,29.74,83.67,87.6,85.635,2,0.09961,15.46768,289.02017,0.770367802
SWFTM1603b,219,calf,M,Ca4,Ca1,ML,29.74,83.67,87.6,85.635,3,0.10306,11.56533,169.67621,0.595961455
SWFTM1603b,219,calf,M,Ca4,Ca1,ML,29.74,83.67,87.6,85.635,4,0.15686,14.35965,171.28715,1.12622735
SWFTM1603b,219,calf,M,Ca4,Ca1,ML,29.74,83.67,87.6,85.635,5,0.13724,11.51557,147.08296,0.790198413
SWFTM1603b,219,calf,M,Ca8,Ca2,ML,13.7,71.83,76.71,74.27,1,0.12024,18.06214,269.47631,1.085895857
SWFTM1603b,219,calf,M,Ca8,Ca2,ML,13.7,71.83,76.71,74.27,2,0.10764,14.30153,210.22701,0.769708345
SWFTM1603b,219,calf,M,Ca8,Ca2,ML,13.7,71.83,76.71,74.27,3,0.10211,,257.922701,
SWFTM1603b,219,calf,M,Ca8,Ca2,ML,13.7,71.83,76.71,74.27,4,0.10223,13.61277,258.23593,0.695816739
MNW16019,206,calf,M,T10,T,ML,29.46,47.5,46.91,47.205,1,,,48.61837,
MNW16019,206,calf,M,T10,T,ML,29.46,47.5,46.91,47.205,2,0.11068,5.81956,69.71252,0.32205445
MNW16019,206,calf,M,T10,T,ML,29.46,47.5,46.91,47.205,3,0.10682,4.46603,67.79465,0.238530662
MNW16019,206,calf,M,T10,T,ML,29.46,47.5,46.91,47.205,4,0.15052,4.90454,56.40088,0.36911568
MNW16019,206,calf,M,T10,T,ML,29.46,47.5,46.91,47.205,5,0.09234,4.26554,71.24659,0.196939982
MNW16019,206,calf,M,L2,L,ML,35.91,80.17,84.96,82.565,1,0.06511,4.74356,114.2731,0.154426596
MNW16019,206,calf,M,L2,L,ML,35.91,80.17,84.96,82.565,2,0.09733,4.25325,65.91156,0.206984411
MNW16019,206,calf,M,L2,L,ML,35.91,80.17,84.96,82.565,3,0.08093,4.67637,88.51069,0.189229312
MNW16019,206,calf,M,L2,L,ML,35.91,80.17,84.96,82.565,4,0.13621,5.40096,58.23568,0.367832381
MNW16019,206,calf,M,L2,L,ML,35.91,80.17,84.96,82.565,5,0.09904,5.45372,92.80645,0.270068214
MNW16019,206,calf,M,Ca4,Ca1,ML,10.38,73.55,76.38,74.965,1,0.11018,15.87498,224.96157,0.874552648
MNW16019,206,calf,M,Ca4,Ca1,ML,10.38,73.55,76.38,74.965,2,0.09157,16.29378,268.73357,0.746010717
MNW16019,206,calf,M,Ca4,Ca1,ML,10.38,73.55,76.38,74.965,3,0.13575,12.74349,154.41601,0.864964384
MNW16019,206,calf,M,Ca4,Ca1,ML,10.38,73.55,76.38,74.965,4,0.13341,11.6812,156.22687,0.779194446
MNW16019,206,calf,M,Ca4,Ca1,ML,10.38,73.55,76.38,74.965,5,0.11643,14.15418,178.53151,0.823985589
MNW16019,206,calf,M,Ca8,Ca2,ML,7.6,69.59,72.29,70.94,1,0.15019,10.05974,99.3312,0.755436175
MNW16019,206,calf,M,Ca8,Ca2,ML,7.6,69.59,72.29,70.94,2,0.10043,8.2836,135.18958,0.415960974
MNW16019,206,calf,M,Ca8,Ca2,ML,7.6,69.59,72.29,70.94,3,0.15145,11.41744,150.77272,0.864585644
MNW16019,206,calf,M,Ca8,Ca2,ML,7.6,69.59,72.29,70.94,4,0.09141,9.10403,149.4429,0.416099691
MNW16019,206,calf,M,Ca8,Ca2,ML,7.6,69.59,72.29,70.94,5,0.11618,7.34777,129.84945,0.426831959
MNW16014,209,calf,F,T10,T,ML,53.36,36.05,36.03,36.04,1,0.15855,3.96228,41.33988,0.314109747
MNW16014,209,calf,F,T10,T,ML,53.36,36.05,36.03,36.04,2,0.06249,3.17333,68.96318,0.099150696
MNW16014,209,calf,F,T10,T,ML,53.36,36.05,36.03,36.04,3,0.05807,3.8435,105.49005,0.111596023
MNW16014,209,calf,F,T10,T,ML,53.36,36.05,36.03,36.04,4,0.0895,6.07231,99.42929,0.271735873
MNW16014,209,calf,F,L2,L,ML,51.74,84.77,83.95,84.36,1,0.08833,12.74259,192.8344,0.562776487
MNW16014,209,calf,F,L2,L,ML,51.74,84.77,83.95,84.36,2,0.10666,11.88898,199.8002,0.634039303
MNW16014,209,calf,F,L2,L,ML,51.74,84.77,83.95,84.36,3,0.09413,9.39421,180.38703,0.442138494
MNW16014,209,calf,F,L2,L,ML,51.74,84.77,83.95,84.36,4,0.1273,11.60752,148.67364,0.738818648
MNW16014,209,calf,F,Ca4,Ca1,ML,44.2,95.3,90.3,92.8,1,0.10303,21.82046,395.53578,1.124080997
MNW16014,209,calf,F,Ca4,Ca1,ML,44.2,95.3,90.3,92.8,2,0.11152,20.94054,320.12767,1.16764451
MNW16014,209,calf,F,Ca4,Ca1,ML,44.2,95.3,90.3,92.8,3,0.11086,15.57215,277.22874,0.863164275
MNW16014,209,calf,F,Ca4,Ca1,ML,44.2,95.3,90.3,92.8,4,0.11719,21.82046,361.71652,1.278569854
MNW16014,209,calf,F,Ca4,Ca1,ML,44.2,95.3,90.3,92.8,5,0.1107,20.94054,368.47514,1.159058889
MNW16014,209,calf,F,Ca8,Ca2,ML,19.19,57.76,47.55,52.655,1,0.15366,14.10437,120.414,1.083638747
MNW16014,209,calf,F,Ca8,Ca2,ML,19.19,57.76,47.55,52.655,2,0.11104,8.26611,120.53037,0.458934427
MNW16014,209,calf,F,Ca8,Ca2,ML,19.19,57.76,47.55,52.655,3,0.12327,11.38302,144.1166,0.701592438
MNW16014,209,calf,F,Ca8,Ca2,ML,19.19,57.76,47.55,52.655,4,0.13788,11.10822,114.92541,0.765800687
MNW16014,209,calf,F,Ca8,Ca2,ML,19.19,57.76,47.55,52.655,5,0.16386,9.19769,112.45564,0.753566742
MSW16023,185,calf,F,T10,T,ML,25.96,23.82,19.81,21.815,1,0.0538,2.07709,56.60574,0.055873721
MSW16023,185,calf,F,T10,T,ML,25.96,23.82,19.81,21.815,2,0.14996,2.90433,24.39306,0.217766663
MSW16023,185,calf,F,T10,T,ML,25.96,23.82,19.81,21.815,3,0.11936,2.66972,32.67342,0.15932889
MSW16023,185,calf,F,T10,T,ML,25.96,23.82,19.81,21.815,4,0.11893,3.07693,39.98346,0.182969642
MSW16023,185,calf,F,T10,T,ML,25.96,23.82,19.81,21.815,5,0.10855,4.25087,68.24279,0.230715969
MSW16023,185,calf,F,L2,L,ML,17.11,80.41,67.75,74.08,1,0.11018,18.26777,256.49624,1.006371449
MSW16023,185,calf,F,L2,L,ML,17.11,80.41,67.75,74.08,2,0.12031,10.66197,156.76009,0.641370805
MSW16023,185,calf,F,L2,L,ML,17.11,80.41,67.75,74.08,3,0.08404,13.20783,238.11311,0.554993017
MSW16023,185,calf,F,L2,L,ML,17.11,80.41,67.75,74.08,4,0.09391,10.53915,157.2604,0.494865788
MSW16023,185,calf,F,L2,L,ML,17.11,80.41,67.75,74.08,5,0.09147,4.6422,67.89243,0.212311017
MSW16023,185,calf,F,Ca4,Ca1,ML,22.38,59.41,64.39,61.9,1,0.09253,14.57016,244.51295,0.674088452
MSW16023,185,calf,F,Ca4,Ca1,ML,22.38,59.41,64.39,61.9,2,0.15359,12.43679,165.63083,0.955083288
MSW16023,185,calf,F,Ca4,Ca1,ML,22.38,59.41,64.39,61.9,3,0.18207,13.47289,151.75238,1.226504541
MSW16023,185,calf,F,Ca4,Ca1,ML,22.38,59.41,64.39,61.9,4,0.12353,9.73298,128.11398,0.60115751
MSW16023,185,calf,F,Ca4,Ca1,ML,22.38,59.41,64.39,61.9,5,0.1883,11.41309,137.91175,1.074542424
MSW16023,185,calf,F,Ca8,Ca2,ML,10.72,40.28,45.12,42.7,1,0.10674,10.50308,175.34641,0.56054938
MSW16023,185,calf,F,Ca8,Ca2,ML,10.72,40.28,45.12,42.7,2,0.16196,15.75132,171.72713,1.275541894
MSW16023,185,calf,F,Ca8,Ca2,ML,10.72,40.28,45.12,42.7,3,0.13146,8.79982,110.43361,0.578412169
MSW16023,185,calf,F,Ca8,Ca2,ML,10.72,40.28,45.12,42.7,4,0.13059,9.56615,127.13889,0.624621764
MSW16023,185,calf,F,Ca8,Ca2,ML,10.72,40.28,45.12,42.7,5,0.15179,12.23894,164.5808,0.928874351
MEC16019,250,subadult,F,T10,T,ML,62.37,26.3,27.39,26.845,1,0.10105,7.36786,101.70025,0.372261127
MEC16019,250,subadult,F,T10,T,ML,62.37,26.3,27.39,26.845,2,0.14482,18.87192,216.19981,1.366515727
MEC16019,250,subadult,F,T10,T,ML,62.37,26.3,27.39,26.845,3,0.16571,16.85501,164.19205,1.396521854
MEC16019,250,subadult,F,T10,T,ML,62.37,26.3,27.39,26.845,4,0.13278,9.53752,123.72256,0.633195953
MEC16019,250,subadult,F,T10,T,ML,62.37,26.3,27.39,26.845,5,0.17456,14.97763,146.70314,1.307247546
MEC16019,250,subadult,F,L2,L,ML,45.62,94.74,98.91,96.825,1,0.10943,13.58301,202.82304,0.743194392
MEC16019,250,subadult,F,L2,L,ML,45.62,94.74,98.91,96.825,2,0.12033,10.17464,148.20147,0.612157216
MEC16019,250,subadult,F,L2,L,ML,45.62,94.74,98.91,96.825,3,0.10929,14.73912,205.12984,0.805419212
MEC16019,250,subadult,F,L2,L,ML,45.62,94.74,98.91,96.825,4,0.10977,15.47286,220.05842,0.849227921
MEC16019,250,subadult,F,L2,L,ML,45.62,94.74,98.91,96.825,5,0.10257,12.04397,212.67257,0.617675001
MEC16019,250,subadult,F,Ca4,Ca1,ML,29.98,93.97,94.99,94.48,1,0.12167,17.86926,218.19759,1.087076432
MEC16019,250,subadult,F,Ca4,Ca1,ML,29.98,93.97,94.99,94.48,2,0.16406,22.74227,253.81598,1.865548408
MEC16019,250,subadult,F,Ca4,Ca1,ML,29.98,93.97,94.99,94.48,3,0.09692,19.84986,321.28912,0.961924216
MEC16019,250,subadult,F,Ca4,Ca1,ML,29.98,93.97,94.99,94.48,4,0.09002,20.21623,404.3449,0.909932512
MEC16019,250,subadult,F,Ca4,Ca1,ML,29.98,93.97,94.99,94.48,5,0.09724,16.09966,280.56228,0.782765469
MEC16019,250,subadult,F,Ca8,Ca2,ML,19.1,80.54,76.5,78.52,1,0.12455,11.97294,130.98824,0.745614839
MEC16019,250,subadult,F,Ca8,Ca2,ML,19.1,80.54,76.5,78.52,2,0.18678,12.01328,98.05652,1.121920219
MEC16019,250,subadult,F,Ca8,Ca2,ML,19.1,80.54,76.5,78.52,3,0.15456,15.74234,196.82558,1.216568035
MEC16019,250,subadult,F,Ca8,Ca2,ML,19.1,80.54,76.5,78.52,4,0.12983,13.36536,171.0083,0.867612344
MEC16019,250,subadult,F,Ca8,Ca2,ML,19.1,80.54,76.5,78.52,5,0.17421,16.9439,143.73816,1.47589841
MNW16018,245,subadult,M,T10,T,ML,59.89,34.04,31.09,32.565,1,0.10037,8.73406,216.24734,0.438318801
MNW16018,245,subadult,M,T10,T,ML,59.89,34.04,31.09,32.565,2,0.07582,7.12763,143.99291,0.270208453
MNW16018,245,subadult,M,T10,T,ML,59.89,34.04,31.09,32.565,3,0.10132,11.11505,208.20164,0.563088433
MNW16018,245,subadult,M,T10,T,ML,59.89,34.04,31.09,32.565,4,0.1594,7.80599,100.75191,0.622137403
MNW16018,245,subadult,M,T10,T,ML,59.89,34.04,31.09,32.565,5,0.07889,7.53012,163.75286,0.297025583
MNW16018,245,subadult,M,L2,L,ML,45.8,96.87,95.93,96.4,1,0.07566,7.27702,138.48709,0.275289667
MNW16018,245,subadult,M,L2,L,ML,45.8,96.87,95.93,96.4,2,0.08331,3.02483,55.34132,0.125999294
MNW16018,245,subadult,M,L2,L,ML,45.8,96.87,95.93,96.4,3,0.09965,7.04241,97.14078,0.350888078
MNW16018,245,subadult,M,L2,L,ML,45.8,96.87,95.93,96.4,4,0.10375,8.03226,136.2366,0.416673488
MNW16018,245,subadult,M,L2,L,ML,45.8,96.87,95.93,96.4,5,0.09264,5.87579,107.51902,0.272166593
MNW16018,245,subadult,M,Ca4,Ca1,ML,35.3,94.71,98.4,96.555,1,0.12353,7.2642,105.09271,0.448673313
MNW16018,245,subadult,M,Ca4,Ca1,ML,35.3,94.71,98.4,96.555,2,0.12931,8.66163,105.03149,0.560017688
MNW16018,245,subadult,M,Ca4,Ca1,ML,35.3,94.71,98.4,96.555,3,0.1334,6.58836,90.76834,0.439443612
MNW16018,245,subadult,M,Ca4,Ca1,ML,35.3,94.71,98.4,96.555,4,0.18187,9.38244,94.77681,0.853192181
MNW16018,245,subadult,M,Ca4,Ca1,ML,35.3,94.71,98.4,96.555,5,0.1336,11.17611,144.74853,0.746564148
MNW16018,245,subadult,M,Ca8,Ca2,ML,19.93,83.78,94.82,89.3,1,0.09484,7.68863,135.68004,0.364594835
MNW16018,245,subadult,M,Ca8,Ca2,ML,19.93,83.78,94.82,89.3,2,0.111,7.9662,124.91643,0.4421241
MNW16018,245,subadult,M,Ca8,Ca2,ML,19.93,83.78,94.82,89.3,3,0.12774,5.48323,68.55156,0.3502139
MNW16018,245,subadult,M,Ca8,Ca2,ML,19.93,83.78,94.82,89.3,4,0.1148,7.61843,137.67216,0.437297882
MNW16018,245,subadult,M,Ca8,Ca2,ML,19.93,83.78,94.82,89.3,5,0.16106,7.29623,72.47712,0.587565402
MEC16022,243,subadult,F,T10,T,ML,32.29,54.59,51.41,53,1,0.07578,6.61067,145.11338,0.250478286
MEC16022,243,subadult,F,T10,T,ML,32.29,54.59,51.41,53,2,0.08432,7.60832,137.61597,0.320766771
MEC16022,243,subadult,F,T10,T,ML,32.29,54.59,51.41,53,3,0.11263,8.20184,106.80752,0.46188662
MEC16022,243,subadult,F,T10,T,ML,32.29,54.59,51.41,53,4,0.08458,14.28305,279.84036,0.604030185
MEC16022,243,subadult,F,T10,T,ML,32.29,54.59,51.41,53,5,0.0719,7.00363,173.15898,0.251780499
MEC16022,243,subadult,F,L2,L,ML,47.77,97.14,95.24,96.19,1,0.1293,16.83295,202.61437,1.088250218
MEC16022,243,subadult,F,L2,L,ML,47.77,97.14,95.24,96.19,2,0.15944,17.72243,235.61176,1.41283212
MEC16022,243,subadult,F,L2,L,ML,47.77,97.14,95.24,96.19,3,0.12606,16.09638,215.8367,1.014554831
MEC16022,243,subadult,F,L2,L,ML,47.77,97.14,95.24,96.19,4,0.15686,18.70708,233.60682,1.467196284
MEC16022,243,subadult,F,Ca4,Ca1,ML,17.2,98.7,99.61,99.155,1,0.13753,18.58574,311.81925,1.278048411
MEC16022,243,subadult,F,Ca4,Ca1,ML,17.2,98.7,99.61,99.155,2,0.12959,21.38663,270.86478,1.385746691
MEC16022,243,subadult,F,Ca4,Ca1,ML,17.2,98.7,99.61,99.155,3,0.11388,21.49272,291.57833,1.223795477
MEC16022,243,subadult,F,Ca4,Ca1,ML,17.2,98.7,99.61,99.155,4,0.1449,19.26953,265.55904,1.396077449
MEC16022,243,subadult,F,Ca4,Ca1,ML,17.2,98.7,99.61,99.155,5,0.12875,15.48024,181.96321,0.99654045
MEC16022,243,subadult,F,Ca8,Ca2,ML,8.62,64.88,73.93,69.405,1,0.10634,13.28944,184.51728,0.706599525
MEC16022,243,subadult,F,Ca8,Ca2,ML,8.62,64.88,73.93,69.405,2,0.11176,13.4131,222.16219,0.749524028
MEC16022,243,subadult,F,Ca8,Ca2,ML,8.62,64.88,73.93,69.405,3,0.10084,9.25712,171.89563,0.46674399
MEC16022,243,subadult,F,Ca8,Ca2,ML,8.62,64.88,73.93,69.405,4,0.10763,9.70262,160.75562,0.522146495
MEC16022,243,subadult,F,Ca8,Ca2,ML,8.62,64.88,73.93,69.405,5,0.12857,14.3081,220.41266,0.919796209
LPZ103313,256,subadult,M,T10,T,ML,60.42,33.88,35.79,34.835,1,0.13149,8.0318,136.45992,0.528050691
LPZ103313,256,subadult,M,T10,T,ML,60.42,33.88,35.79,34.835,2,0.07599,8.76615,175.37963,0.333069869
LPZ103313,256,subadult,M,T10,T,ML,60.42,33.88,35.79,34.835,3,0.12302,9.59176,137.99882,0.589989158
LPZ103313,256,subadult,M,T10,T,ML,60.42,33.88,35.79,34.835,4,0.12212,9.23369,120.53314,0.563809111
LPZ103313,256,subadult,M,T10,T,ML,60.42,33.88,35.79,34.835,5,0.10716,8.00321,174.93067,0.428811992
LPZ103313,256,subadult,M,L2,L,ML,48.08,120.09,122.35,121.22,1,0.24162,8.10657,75.29454,0.979354722
LPZ103313,256,subadult,M,L2,L,ML,48.08,120.09,122.35,121.22,2,0.10054,5.53713,75.86381,0.278351525
LPZ103313,256,subadult,M,L2,L,ML,48.08,120.09,122.35,121.22,3,0.1143,7.11664,148.96373,0.406715976
LPZ103313,256,subadult,M,L2,L,ML,48.08,120.09,122.35,121.22,4,0.14789,7.54348,87.74987,0.557802629
LPZ103313,256,subadult,M,L2,L,ML,48.08,120.09,122.35,121.22,5,0.1131,6.49542,86.26879,0.367316001
LPZ103313,256,subadult,M,Ca4,Ca1,ML,28.64,114.33,111.07,112.7,1,0.0801,13.16139,255.60377,0.52711367
LPZ103313,256,subadult,M,Ca4,Ca1,ML,28.64,114.33,111.07,112.7,2,0.17391,14.92663,195.14945,1.297945112
LPZ103313,256,subadult,M,Ca4,Ca1,ML,28.64,114.33,111.07,112.7,3,0.11536,13.12996,207.11594,0.757336093
LPZ103313,256,subadult,M,Ca4,Ca1,ML,28.64,114.33,111.07,112.7,4,0.12451,15.14717,195.66008,0.942987068
LPZ103313,256,subadult,M,Ca4,Ca1,ML,28.64,114.33,111.07,112.7,5,0.12914,16.12385,207.96705,1.041116995
LPZ103319,256,subadult,M,Ca8,Ca2,ML,18.31,91.1,92,91.55,1,0.12948,9.46617,127.67553,0.612839846
LPZ103320,256,subadult,M,Ca8,Ca2,ML,18.31,91.1,92,91.55,2,0.11544,10.45507,138.50306,0.60346664
LPZ103321,256,subadult,M,Ca8,Ca2,ML,18.31,91.1,92,91.55,3,0.10953,9.84667,156.25672,0.539252883
LPZ103322,256,subadult,M,Ca8,Ca2,ML,18.31,91.1,92,91.55,4,0.11568,10.31569,151.77898,0.59665951
LPZ103323,256,subadult,M,Ca8,Ca2,ML,18.31,91.1,92,91.55,5,0.11322,9.23559,123.56961,0.52282675
MNW16021,241,subadult,M,T10,T,ML,67.74,46.24,44.19,45.215,1,0.09422,8.52156,140.56971,0.401450692
MNW16021,241,subadult,M,T10,T,ML,67.74,46.24,44.19,45.215,2,0.12056,10.19982,153.4207,0.61484515
MNW16021,241,subadult,M,T10,T,ML,67.74,46.24,44.19,45.215,3,0.12381,13.77631,152.78265,0.852822471
MNW16021,241,subadult,M,T10,T,ML,67.74,46.24,44.19,45.215,4,0.05903,5.63345,165.06226,0.166271277
MNW16021,241,subadult,M,T10,T,ML,67.74,46.24,44.19,45.215,5,0.09195,5.28612,83.10855,0.243029367
MNW16021,241,subadult,M,L2,L,ML,50.15,114.97,115.53,115.25,1,0.12873,6.59215,93.3059,0.424303735
MNW16021,241,subadult,M,L2,L,ML,50.15,114.97,115.53,115.25,2,0.07861,6.34639,145.34454,0.249444859
MNW16021,241,subadult,M,L2,L,ML,50.15,114.97,115.53,115.25,3,0.09481,8.15921,172.67658,0.38678735
MNW16021,241,subadult,M,L2,L,ML,50.15,114.97,115.53,115.25,4,0.12824,6.70134,88.52069,0.429689921
MNW16021,241,subadult,M,L2,L,ML,50.15,114.97,115.53,115.25,5,0.09499,6.933,112.53448,0.329282835
MNW16021,241,subadult,M,Ca4,Ca1,ML,31.06,86.62,89.57,88.095,1,0.1104,16.19841,269.05846,0.894152232
MNW16021,241,subadult,M,Ca4,Ca1,ML,31.06,86.62,89.57,88.095,2,0.08939,17.02818,295.13154,0.761074505
MNW16021,241,subadult,M,Ca4,Ca1,ML,31.06,86.62,89.57,88.095,3,0.13268,11.72174,156.14212,0.777620232
MNW16021,241,subadult,M,Ca4,Ca1,ML,31.06,86.62,89.57,88.095,4,0.12128,16.48444,232.31667,0.999616442
MNW16021,241,subadult,M,Ca4,Ca1,ML,31.06,86.62,89.57,88.095,5,0.10719,12.95247,198.27721,0.69418763
MNW16021,241,subadult,M,Ca8,Ca2,ML,13.27,71.2,71.32,71.26,1,0.12831,11.61482,158.37104,0.745148777
MNW16021,241,subadult,M,Ca8,Ca2,ML,13.27,71.2,71.32,71.26,2,0.13248,10.51924,119.91045,0.696794458
MNW16021,241,subadult,M,Ca8,Ca2,ML,13.27,71.2,71.32,71.26,3,0.10361,7.66901,131.8529,0.397293063
MNW16021,241,subadult,M,Ca8,Ca2,ML,13.27,71.2,71.32,71.26,4,0.10557,11.28299,174.97366,0.595572627
MNW16021,241,subadult,M,Ca8,Ca2,ML,13.27,71.2,71.32,71.26,5,0.09059,6.62838,106.94985,0.300232472
MEC15085,292,adult,F,T10,T,ML,62.92,46.35,49.25,47.8,1,0.08814,13.96757,292.40032,0.61555081
MEC15085,292,adult,F,T10,T,ML,62.92,46.35,49.25,47.8,2,0.097,17.25797,282.31797,0.837011545
MEC15085,292,adult,F,T10,T,ML,62.92,46.35,49.25,47.8,3,0.08519,15.75088,272.57304,0.670908734
MEC15085,292,adult,F,T10,T,ML,62.92,46.35,49.25,47.8,4,0.1251,13.57672,189.54141,0.849223836
MEC15085,292,adult,F,T10,T,ML,62.92,46.35,49.25,47.8,5,0.0809,13.88321,291.24888,0.561575845
MEC15085,292,adult,F,L2,L,ML,45.31,137.19,140.1,138.645,1,0.14454,15.85815,156.28071,1.146068501
MEC15085,292,adult,F,L2,L,ML,45.31,137.19,140.1,138.645,2,0.12135,11.94384,199.88239,0.724692492
MEC15085,292,adult,F,L2,L,ML,45.31,137.19,140.1,138.645,3,0.1825,9.81248,86.28723,0.8953888
MEC15085,292,adult,F,L2,L,ML,45.31,137.19,140.1,138.645,4,0.31286,10.38929,90.22502,1.625196635
MEC15085,292,adult,F,L2,L,ML,45.31,137.19,140.1,138.645,5,0.15335,9.30023,102.27776,0.713095135
MEC15085,292,adult,F,Ca4,Ca1,ML,25.14,109.98,108.96,109.47,1,0.14641,5.87342,63.78227,0.429963711
MEC15085,292,adult,F,Ca4,Ca1,ML,25.14,109.98,108.96,109.47,2,0.10381,10.23887,162.25427,0.531448547
MEC15085,292,adult,F,Ca4,Ca1,ML,25.14,109.98,108.96,109.47,3,0.13657,12.95017,187.30165,0.884302358
MEC15085,292,adult,F,Ca4,Ca1,ML,25.14,109.98,108.96,109.47,4,0.08848,11.5774,227.26651,0.512184176
MEC15085,292,adult,F,Ca4,Ca1,ML,25.14,109.98,108.96,109.47,5,0.18064,8.31164,91.55501,0.750707325
MEC15085,292,adult,F,Ca8,Ca2,ML,13.06,75.65,88.4,82.025,1,,,45.35513,
MEC15085,292,adult,F,Ca8,Ca2,ML,13.06,75.65,88.4,82.025,2,0.0889,5.36846,80.18195,0.238628047
MEC15085,292,adult,F,Ca8,Ca2,ML,13.06,75.65,88.4,82.025,3,0.13503,9.31025,120.47925,0.628581529
MEC15085,292,adult,F,Ca8,Ca2,ML,13.06,75.65,88.4,82.025,4,0.10964,9.55775,145.02471,0.523955855
MEC15085,292,adult,F,Ca8,Ca2,ML,13.06,75.65,88.4,82.025,5,0.26041,8.08424,50.41628,1.052608469
MNW16016,310,adult,M,T10,T,ML,60.65,65.11,60.71,62.91,1,0.10665,6.31266,95.9141,0.336622595
MNW16016,310,adult,M,T10,T,ML,60.65,65.11,60.71,62.91,2,0.06675,6.69749,150.03995,0.223528729
MNW16016,310,adult,M,T10,T,ML,60.65,65.11,60.71,62.91,3,0.08986,9.87715,169.4564,0.44378035
MNW16016,310,adult,M,T10,T,ML,60.65,65.11,60.71,62.91,4,0.12191,11.40516,183.56557,0.695201528
MNW16016,310,adult,M,T10,T,ML,60.65,65.11,60.71,62.91,5,0.10207,6.13001,91.25997,0.31284506
MNW16016,310,adult,M,L2,L,ML,44.64,151.43,152.51,151.97,1,0.09304,12.88734,227.52434,0.599519057
MNW16016,310,adult,M,L2,L,ML,44.64,151.43,152.51,151.97,2,0.07654,10.56051,206.69734,0.404150718
MNW16016,310,adult,M,L2,L,ML,44.64,151.43,152.51,151.97,3,0.07578,9.30513,191.79442,0.352571376
MNW16016,310,adult,M,L2,L,ML,44.64,151.43,152.51,151.97,4,0.08736,11.01451,203.01826,0.481113797
MNW16016,310,adult,M,L2,L,ML,44.64,151.43,152.51,151.97,5,0.11866,8.39425,147.47214,0.498030853
MNW16016,310,adult,M,Ca4,Ca1,ML,51.87,116.02,110.15,113.085,1,0.1106,9.82018,153.84704,0.543055954
MNW16016,310,adult,M,Ca4,Ca1,ML,51.87,116.02,110.15,113.085,2,0.0985,12.10736,216.5735,0.59628748
MNW16016,310,adult,M,Ca4,Ca1,ML,51.87,116.02,110.15,113.085,3,0.10113,17.97024,301.38921,0.908665186
MNW16016,310,adult,M,Ca4,Ca1,ML,51.87,116.02,110.15,113.085,4,0.10291,13.22929,220.02106,0.680713117
MNW16016,310,adult,M,Ca4,Ca1,ML,51.87,116.02,110.15,113.085,5,0.10436,12.54548,189.63043,0.654623146
MNW16016,310,adult,M,Ca8,Ca2,ML,31.28,126.62,123.62,125.12,1,0.12377,12.11302,164.65695,0.749614243
